IACO,IATA,NOMBRE,CIUDAD INGLES,CIUDAD ESPANOL,PAIS INGLES,PAIS ESPAÑOL,GRADOS LONGITUD,GRADOS LATITUD,ALTITUD,NULL
SCIE,CCP,CARRIEL SUR INTERNATIONAL,CONCEPCION,CONCEPCION,CHILE,CHILE,73.063,-36.772,26,7.93
SCIP,IPC,MATAVERI INTERNATIONAL,EASTER ISLAND,ISLA DE PASCUA,CHILE,CHILE,109.422,-27.165,227,69.19
SCJO,ZOS,CANAL BAJO CARLOS HOTT SIEBERT,OSORNO,OSORNO,CHILE,CHILE,73.06,-40.611,187,57.0
SCLL,,VALLENAR,VALLENAR,Vallenar,CHILE,CHILE,70.759,-28.598,1725,525.78
SCON,,,QUELLON,Quellón,CHILE,CHILE,0.0,0.0,0,0.0
SCRD,,,VINA DEL MAR,VINA DEL MAR,CHILE,CHILE,0.0,0.0,0,0.0
SCRG,,DE LA INDEPENDENCIA,RANCAGUA,RANCAGUA,CHILE,CHILE,70.776,-34.174,1446,440.74
SCRM,,TENIENTE RODOLFO MARSH MARTIN,ISLA REY JORGE,ISLA REY JORGE,ANTARCTICA,ANTARTIDA,58.987,-62.191,147,44.81
SCSE,LSC,LA FLORIDA,LA SERENA,LA SERENA,CHILE,CHILE,71.191,-29.916,481,146.61
SCSN,,SANTO DOMINGO,SANTO DOMINGO,SANTO DOMINGO,CHILE,CHILE,71.616,-33.657,246,74.98
SCSR,,,SEGUNDO CORRAL,Segundo Corral,CHILE,CHILE,0.0,0.0,0,0.0
SCST,,GAMBOA,CASTRO,CASTRO,CHILE,CHILE,73.774,-42.491,145,44.2
SCTB,,EULOGIO SANCHEZ,SANTIAGO,SANTIAGO,CHILE,CHILE,70.547,-33.456,2129,648.92
SCTC,ZCO,MAQUEHUE,TEMUCO,TEMUCO,CHILE,CHILE,72.636,-38.769,305,92.96
SCTE,PMC,EL TEPUAL INTERNATIONAL,PUERTO MONTT,PUERTO MONTT,CHILE,CHILE,73.094,-41.439,294,89.61
SCTI,ULC,LOS CERRILLOS,SANTIAGO,SANTIAGO,CHILE,CHILE,70.698,-33.493,1677,511.15
SCTN,WCH,CHAITEN,CHAITEN,CHAITEN,CHILE,CHILE,72.699,-42.933,13,3.96
SCVD,ZAL,PICHOY,VALDIVIA,VALDIVIA,CHILE,CHILE,73.086,-39.65,59,17.98
SCZP,,,ZAPAHUIRA,Zapahuira,CHILE,CHILE,0.0,0.0,0,0.0
SEAG,,,JHIKATAL,JHIKATAL,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEAM,ATF,CHACHOAN,AMBATO,AMBATO,ECUADOR,ECUADOR,78.574,-1.212,8440,2572.51
SEAN,,,ANA MARIA,ANA MARIA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEAO,,,AGROMARINA,AGROMARINA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEAP,,,ARAPICOS,Arapicos,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEAR,,,ARAJUNO,Arajuno,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEAS,,,ASCAZUBI,Ascazubi,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEAV,,,AGRIVEL,AGRIVEL,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEAY,,,AYANGUE,Ayangue,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEBC,,,BAHIA DE CARAQUEZ,Bahía de Caráquez,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEBF,,,BUENA,BUENA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEBG,,,BALAO GRANDE,Balao GRANDE,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEBH,,,BALAO CHICO,Balao Chico,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEBT,,,EL BATAN,El Batán,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SECA,,,CATARAMA,Catarama,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SECC,,,CONDORCOCHA,Condorcocha,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SECD,,,CALADEMAR,CALADEMAR,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SECE,,,SANTA CECILIA,SANTA CECILIA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SECF,,,CAFI,CAFI,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SECG,,,CHONGON,Chongón,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SECH,,,CHONE,Chone,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SECI,,,CALICA,CALICA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SECM,,HACIENDA CLEMENTINA,CLEMENTIA,Clemencia,ECUADOR,ECUADOR,79.379,-1.706,328,99.97
SECN,,,CORVINSA,CORVINSA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SECO,OCC,FRANCISCO DE ORELLANA,COCA,COCA,ECUADOR,ECUADOR,76.986,-0.463,820,249.94
SECP,,,CORVAPAR,CORVAPAR,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SECQ,,,COAQUE,Coaque,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SECR,,,CURARAY,Curaray,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SECU,CUE,MARISCAL LAMAR,CUENCA,CUENCA,ECUADOR,ECUADOR,78.984,-2.889,8284,2524.96
SECV,,,CAMAVEL,CAMAVEL,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SECY,,,CAMAGUAY,CAMAGUAY,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEEP,,,EL PIEDRERO,EL PIEDRERO,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEES,ESM,,ESMERALDAS,ESMERALDAS,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEGE,,,GUALE,Guale,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEGH,,,GRAN CHAPARRAL,Gran Chaparral,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEGM,,,GRANJAS MARINAS,Granjas Marinas,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEGS,GPS,SEYMOUR,GALAPAGOS,GALAPAGOS,GALAPAGOS I. (ECUADOR,GALAPAGOS I. (ECUADOR,90.266,-0.454,52,15.85
SEGU,GYE,SIMON BOLIVAR INTERNATIONAL,GUAYAQUIL,GUAYAQUIL,ECUADOR,ECUADOR,79.884,-2.158,15,4.57
SEGZ,,GUALAQUIZA,GUALAQUIZA,Gualaquiza,ECUADOR,ECUADOR,78.573,-3.423,2640,804.67
SEHA,,,HNDA,HNDA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEHI,,,COTACACHI,COTACACHI,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEHJ,,,HNDA,HNDA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEIB,,ATAHUALPA,IBARRA,IBARRA,ECUADOR,ECUADOR,78.136,0.338,7380,2249.42
SEIC,,,INDUCAM,INDUCAM,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEIS,,,ISABEL MARIA,ISABEL MARIA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEIZ,,,INGENIO AZTRA,INGENIO Aztra,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEJ,,,MAR ROJO,MAR ROJO,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEJC,,,SAN JACINTO,SAN JACINTO,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEJI,,,JIPIJAPA,Jipijapa,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEKK,,,KM-192,KM-192,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEKO,,,KM-200,KM-200,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SELA,LGQ,LAGO AGRIO,LAGO AGRIO,Lago Agrio,ECUADOR,ECUADOR,76.869,0.092,976,297.49
SELH,,,LAS CONCHITAS,Las Conchitas,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SELI,,,LIMONCOCHA,Limoncocha,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SELJ,,HACIENDA LA JULIA,LA JULIA,LA JULIA,ECUADOR,ECUADOR,79.552,-1.704,50,15.24
SELM,,LOMA LARGA,LOMA LARGA,LOMA LARGA,ECUADOR,ECUADOR,79.481,-1.501,210,64.01
SELN,,,LIMON,LIMON,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SELO,LOH,,LOJA,LOJA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SELP,,,LA PLANADA,La Planada,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SELR,,,LOS MANGLARES,Los Manglares,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SELS,,,LA SETA,LA SETA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SELT,,COTOPAXI INTERNATIONAL,LATACUNGA,LATACUNGA,ECUADOR,ECUADOR,78.616,-0.907,9191,2801.42
SELY,,,LA JUDY,LA JUDY,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SELZ,,,LA LUZ,LA LUZ,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEMA,,J M VELASCO IBARRA,MACARA,Macará,ECUADOR,ECUADOR,79.941,-4.38,148,45.11
SEMC,XMS,MACAS,MACAS,MACAS,ECUADOR,ECUADOR,78.121,-2.299,3281,1000.05
SEMD,,,MONDRAGON,Mondragón,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEME,,,MOPESCA,MOPESCA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEMF,,,LINSA,LINSA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEMG,,,MARGOLIO,MARGOLIO,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEMH,MCH,GENERAL SERRANO,MACHALA,MACHALA,ECUADOR,ECUADOR,79.962,-3.269,13,3.96
SEMI,,,MIRAFLORES,MIRAFLORES,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEML,,,MANGLARALTO,Manglaralto,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEMN,,,LA MANA,La Maná,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEMO,,EL CARMEN,MONTALVO,MONTALVO,ECUADOR,ECUADOR,76.975,-2.067,960,292.61
SEMP,,,MOPA,MOPA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEMR,,,MARIA TERESA,MARIA TERESA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEMS,,,MONJAS SUR,Monjas SUR,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEMT,MEC,ELOY ALFARO INTERNATIONAL,MANTA,MANTA,ECUADOR,ECUADOR,80.678,-0.946,44,13.41
SEMX,,MARAGROSA,MARAGROSA,MARAGROSA,ECUADOR,ECUADOR,79.804,-2.851,18,5.49
SEMY,,MARTINICA,MARTINICA,Martinica,ECUADOR,ECUADOR,79.622,-1.74,90,27.43
SENA,,,NOR ANTIZANA,NI Antizana,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SENC,,,NOR CAYAMBE,NI CAYAMBE,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SENI,,,NOR ILINIZA,NI Iliniza,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SENR,,,NUEVO RANCHO,RANCHO NUEVO,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SENV,,,SITIO NUEVO,Sitio Nuevo,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEOL,,,OLMEDO,OLMEDO,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEOT,,,PORTOTILLO,PORTOTILLO,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEOV,,,PORVENIR,PORVENIR,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEOY,,,PANTALONY,PANTALONY,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEPA,,,PASTAZA,Pastaza,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEPB,,,PEDO CARBO,PEDO CARBO,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEPD,,PEDERNALES,PEDERNALES,PEDERNALES,ECUADOR,ECUADOR,80.052,0.073,65,19.81
SEPE,,,PECHICHAL,PECHICHAL,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEPJ,,,PUNA VIEJA,PUNA VIEJA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEPL,,,PLAYAS,PLAYAS,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEPN,,,PALESTINA,Palestina,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEPO,,,POSORJA,Posorja,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEPP,,,PLANTACIONES TROPICALE,Plantaciones TROPICALE,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEPQ,,,PROLACAN,PROLACAN,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEPR,,,PATRICIA,PATRICIA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEPS,,,PASAJE,PASAJE,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEPT,,,PUTUMAYO,PUTUMAYO,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEPU,,,PUNA,PUNA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEPV,PVO,REALES TAMARINDOS,PORTOVIEJO,Portoviejo,ECUADOR,ECUADOR,80.472,-1.041,144,43.89
SEPX,,,PAYO,PAYO,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEQE,,,QUEVEDO,QUEVEDO,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEQU,UIO,MARISCAL SUCRE INTERNATIONAL,QUITO,QUITO,ECUADOR,ECUADOR,78.488,-0.141,9228,2812.69
SERA,,,RANCHO ALEGRE,RANCHO ALEGRE,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SERB,,CHIMBORAZO,RIOBAMBA,RIOBAMBA,ECUADOR,ECUADOR,78.656,-1.654,9185,2799.59
SERH,,,RIO HONDO,RIO HONDO,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SERO,,VICTOR LARREA,SANTA ROSA,SANTA ROSA,ECUADOR,ECUADOR,79.978,-3.435,170,51.82
SERR,,,REY RANCHO,REY RANCHO,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SERT,,,SANTA RITA,SANTA RITA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SERY,,,SARAYACU,Sarayacu,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SESA,SNC,GENERAL ULPIANO PAEZ,SALINAS,SALINAS,ECUADOR,ECUADOR,80.989,-2.205,13,3.96
SESC,,,SUCUA,Sucúa,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SESD,,SANTO DOMINGO LOS COLORADOS,SANTO DOMINGO,SANTO DOMINGO,ECUADOR,ECUADOR,79.214,-0.248,1714,522.43
SESE,,,SECADAL,SECADAL,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SESF,,,SAN FRANCISCO,SAN FRANCISCO,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SESH,,,SAN HONORATO,San Honorato,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SESI,,,SUR ILINIZA,Iliniza Sur,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SESL,,,SAN LORENZO,SAN LORENZO,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SESN,,,SAN CARLOS,SAN CARLOS,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SESO,,,LA ESTERELLA,LA Esterella,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEST,,SAN CRISTOBAL,SAN CRISTOBAL,SAN CRISTOBAL,ECUADOR,ECUADOR,89.616,-0.91,58,17.68
SESU,,,SAUSALITO,SAUSALITO,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SESX,,,SAN JOSE DE CHAMANGA,SAN JOSE DE Chamangá,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SESY,,,SUR CAYAMBE,SUR CAYAMBE,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SESZ,,,SUR ANTIZANA,SUR Antizana,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SETA,,TAURA,TAURA,Taura,ECUADOR,ECUADOR,79.689,-2.261,56,17.07
SETB,,,TIMBRE,TIMBRE,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SETE,,MAYOR GALO TORRES,TENA,TENA,ECUADOR,ECUADOR,77.819,-0.987,1706,519.99
SETG,,,TENGUEL,Tenguel,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SETH,,,TAISHA,Taisha,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SETI,,,TIPUTINI,Tiputini,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SETL,,,TAPAILA,TAPAILA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SETO,,,PACTO,PACTO,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SETR,TPC,TARAPOA,TARAPOA,Tarapoa,ECUADOR,ECUADOR,76.337,-0.123,802,244.45
SETT,,,TENIENTE ORTIZ,Teniente Ortiz,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SETU,TUA,EL ROSAL TENIENTE MANTILLA,TULCAN,Tulcán,ECUADOR,ECUADOR,77.708,0.809,9679,2950.16
SEVC,,,LA VICTORIA,LA VICTORIA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEVI,,,VILLANO,Villano,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEVR,,,EL VERGEL,EL VERGEL,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEYA,,,YAUPI,Yaupi,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEZA,,,ZAMORA,ZAMORA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SEZP,,,ZUMBA-PUCUPAMBA,ZUMBA-PUCUPAMBA,ECUADOR,ECUADOR,0.0,0.0,0,0.0
SFAL,,STANLEY,STANLEY,STANLEY,FALKLAND ISLANDS,ISLAS MALVINAS,57.777,-51.686,75,22.86
SGAS,ASU,SILVIO PETTIROSSI INTERNATIONAL,ASUNCION,ASUNCION,PARAGUAY,PARAGUAY,57.519,-25.24,292,89.0
SGAY,,JUAN DE AYOLAS,AYOLAS,Ayolas,PARAGUAY,PARAGUAY,56.854,-27.371,223,67.97
SGCO,,TENIENTE COL CARMELO PERALTA,CONCEPTION,CONCEPCIÓN,PARAGUAY,PARAGUAY,57.427,-23.442,253,77.11
SGEN,,,ENCARNACION,ENCARNACIÓN,PARAGUAY,PARAGUAY,0.0,0.0,0,0.0
SGFI,,FILADELFIA,FILADELFIA,FILADELFIA,PARAGUAY,PARAGUAY,60.054,-22.36,456,138.99
SGGR,,,SALTO DEL GUAIRA,Salto del Guairá,PARAGUAY,PARAGUAY,0.0,0.0,0,0.0
SGIB,,ITAIPU,ITAIPU,ITAIPÚ,PARAGUAY,PARAGUAY,54.619,-25.408,762,232.26
SGLV,,,LA VICTORIA,LA VICTORIA,PARAGUAY,PARAGUAY,0.0,0.0,0,0.0
SGME,,DR LUIS MARIA ARGANA INTERNATIONAL,MARISCAL ESTIGARRIBIA,Mariscal Estigarribia,PARAGUAY,PARAGUAY,60.622,-22.045,553,168.55
SGNA,,,NUEVA ASUNCION,NUEVA ASUNCION,PARAGUAY,PARAGUAY,0.0,0.0,0,0.0
SGOL,,,OLIMPO,OLIMPO,PARAGUAY,PARAGUAY,0.0,0.0,0,0.0
SGPI,,CARLOS MIGUEL JIMENEZ,PILAR,PILAR,PARAGUAY,PARAGUAY,58.318,-26.881,249,75.9
SGPS,,,CIUDAD PRES.STROESSNER,CIUDAD PRES.STROESSNER,PARAGUAY,PARAGUAY,0.0,0.0,0,0.0
SHCR,,,COCHRANE,COCHRANE,CHILE,CHILE,0.0,0.0,0,0.0
SKAR,AXM,EL EDEN,ARMENIA,ARMENIA,COLOMBIA,COLOMBIA,75.765,4.454,3998,1218.59
SKAS,PUU,TRES DE MAYO,PUERTO ASIS,PUERTO ASIS,COLOMBIA,COLOMBIA,76.501,0.505,811,247.19
SKBC,,LAS FLORES,EL BANCO,EL BANCO,COLOMBIA,COLOMBIA,73.975,9.045,111,33.83
SKBG,BGA,PALONEGRO,BUCARAMANGA,BUCARAMANGA,COLOMBIA,COLOMBIA,73.185,7.126,3897,1187.81
SKBO,BOG,ELDORADO INTERNATIONAL,BOGOTA,BOGOTA,COLOMBIA,COLOMBIA,74.147,4.701,8361,2548.43
SKBQ,BAQ,ERNESTO CORTISSOZ,BARRANQUILLA,BARRANQUILLA,COLOMBIA,COLOMBIA,74.781,10.889,98,29.87
SKBS,BSC,JOSE CELESTINO MUTIS,BAHIA SOLANO,BAHIA SOLANO,COLOMBIA,COLOMBIA,77.394,6.203,80,24.38
SKBU,BUN,GERARDO TOBAR LOPEZ,BUENAVENTURA,BUENAVENTURA,COLOMBIA,COLOMBIA,76.99,3.819,48,14.63
SKCC,CUC,CAMILO DAZA,CUCUTA,CUCUTA,COLOMBIA,COLOMBIA,72.511,7.928,1096,334.06
SKCD,COG,MANDINGA,CONDOTO,Condoto,COLOMBIA,COLOMBIA,76.676,5.072,215,65.53
SKCG,CTG,RAFAEL NUNEZ,CARTAGENA,CARTAGENA,COLOMBIA,COLOMBIA,75.513,10.442,4,1.22
SKCL,CLO,ALFONSO BONILLA ARAGON INTERNATIONAL,CALI,CALI,COLOMBIA,COLOMBIA,76.381,3.543,3162,963.78
SKCO,TCO,LA FLORIDA,TUMACO,TUMACO,COLOMBIA,COLOMBIA,78.749,1.814,8,2.44
SKCZ,CZU,LAS BRUJAS,COROZAL,COROZAL,COLOMBIA,COLOMBIA,75.286,9.332,480,146.3
SKEJ,EJA,YARIGUIES,BARRANCABERMEJA,BARRANCABERMEJA,COLOMBIA,COLOMBIA,73.807,7.024,412,125.58
SKFL,FLA,GUSTAVO ARTUNDUAGA PAREDES,FLORENCIA,FLORENCIA,COLOMBIA,COLOMBIA,75.564,1.59,803,244.75
SKFX,,,SAN FELIX,SAN FELIX,COLOMBIA,COLOMBIA,0.0,0.0,0,0.0
SKGI,,SANTIAGO VILA,GIRARDOT,GIRARDOT,COLOMBIA,COLOMBIA,74.797,4.276,936,285.29
SKGO,,SANTA ANA,CARTAGO,CARTAGO,COLOMBIA,COLOMBIA,75.956,4.758,2987,910.44
SKGP,GPI,GUAPI,GUAPI,Guapi,COLOMBIA,COLOMBIA,77.898,2.57,164,49.99
SKGY,,GUAYMARAL,GUAYMARAL,Guaymaral,COLOMBIA,COLOMBIA,74.065,4.812,8478,2584.09
SKIB,IBE,PERALES,IBAGUE,IBAGUE,COLOMBIA,COLOMBIA,75.133,4.421,3114,949.15
SKIP,IPI,SAN LUIS,IPIALES,Ipiales,COLOMBIA,COLOMBIA,77.672,0.862,9765,2976.37
SKLC,,ANTONIO ROLDAN BETANCOURT,CAREPA,Carepa,COLOMBIA,COLOMBIA,76.716,7.812,100,30.48
SKLM,,LA MINA,LA MINA,LA MINA,COLOMBIA,COLOMBIA,72.49,11.232,332,101.19
SKLT,LET,ALFREDO VASQUEZ COBO,LETICIA,LETICIA,COLOMBIA,COLOMBIA,69.943,-4.193,277,84.43
SKMD,EOH,OLAYA HERRERA,MEDELLIN,MEDELLIN,COLOMBIA,COLOMBIA,75.591,6.22,4940,1505.71
SKMG,MGN,BARACOA,MAGANGUE,Magangué,COLOMBIA,COLOMBIA,74.839,9.283,178,54.25
SKMR,MTR,LOS GARZONES,MONTERIA,MONTERIA,COLOMBIA,COLOMBIA,75.826,8.824,36,10.97
SKMU,MVP,FABIO ALBERTO LEON BENTLEY,MITU,MITU,COLOMBIA,COLOMBIA,70.234,1.254,680,207.26
SKMZ,MZL,LA NUBIA,MANIZALES,MANIZALES,COLOMBIA,COLOMBIA,75.465,5.03,6871,2094.28
SKNV,NVA,BENITO SALAS,NEIVA,NEIVA,COLOMBIA,COLOMBIA,75.294,2.95,1440,438.91
SKOC,OCV,AGUAS CLARAS,OCANA,OCANA,COLOMBIA,COLOMBIA,73.358,8.315,3850,1173.48
SKOT,OTU,OTU,OTU,UTO,COLOMBIA,COLOMBIA,74.715,7.01,2000,609.6
SKPB,,PUERTO BOLIVAR,PUERTO BOLIVAR,PUERTO BOLÍVAR,COLOMBIA,COLOMBIA,71.985,12.221,93,28.35
SKPC,PCR,PUERTO CARRENO,PUERTO CARRENO,PUERTO CARREÑO,COLOMBIA,COLOMBIA,67.493,6.184,164,49.99
SKPE,PEI,MATECANA,PEREIRA,PEREIRA,COLOMBIA,COLOMBIA,75.739,4.812,4416,1346.0
SKPI,,PITALITO,PITALITO,Pitalito,COLOMBIA,COLOMBIA,76.086,1.858,4212,1283.82
SKPP,PPN,GUILLERMO LEON VALENCIA,POPAYAN,POPAYAN,COLOMBIA,COLOMBIA,76.61,2.454,5687,1733.4
SKPS,PSO,ANTONIO NARINO,PASTO,PASTO,COLOMBIA,COLOMBIA,77.291,1.396,5912,1801.98
SKPV,PVA,EL EMBRUJO,PROVIDENCIA,PROVIDENCIA,COLOMBIA,COLOMBIA,81.358,13.357,10,3.05
SKQU,,MARIQUITA,MARIQUITA,MARIQUITA,COLOMBIA,COLOMBIA,74.884,5.212,1531,466.65
SKRG,MDE,JOSE MARIA CORDOVA,RIO NEGRO,RIO NEGRO,COLOMBIA,COLOMBIA,75.423,6.164,7028,2142.13
SKRH,RCH,ALMIRANTE PADILLA,RIO HACHA,Río Hacha,COLOMBIA,COLOMBIA,72.926,11.526,43,13.11
SKSA,RVE,LOS COLONIZADORES,SARAVENA,Saravena,COLOMBIA,COLOMBIA,71.855,6.958,700,213.36
SKSJ,SJE,JORGE E GONZALEZ TORRES,SAN JOSE DEL GUAVIARE,San José del Guaviare,COLOMBIA,COLOMBIA,72.639,2.579,605,184.4
SKSM,SMR,SIMON BOLIVAR,SANTA MARTA,SANTA MARTA,COLOMBIA,COLOMBIA,74.231,11.119,22,6.71
SKSP,ADZ,GUSTAVO ROJAS PINILLA,SAN ANDRES ISLAND,Isla de San Andrés,COLOMBIA,COLOMBIA,81.711,12.583,19,5.79
SKSV,SVI,EDUARDO FALLA SOLANO,SAN VINCENTE DE CAGUAN,San Vicente del Caguán,COLOMBIA,COLOMBIA,74.766,2.152,920,280.42
SKTD,TDA,TRINIDAD,TRINIDAD,TRINIDAD,COLOMBIA,COLOMBIA,71.658,5.43,650,198.12
SKTM,TME,TAME,TAME,TAME,COLOMBIA,COLOMBIA,71.76,6.451,1050,320.04
SKTU,TRB,GONZALO MEJIA,TURBO,TURBO,COLOMBIA,COLOMBIA,76.741,8.074,7,2.13
SKUC,AUC,SANTIAGO PEREZ,ARAUCA,ARAUCA,COLOMBIA,COLOMBIA,70.737,7.069,400,121.92
SKUI,UIB,EL CARANO,QUIBDO,QUIBDÓ,COLOMBIA,COLOMBIA,76.641,5.691,204,62.18
SKUL,ULQ,FARFAN,TULUA,TULUA,COLOMBIA,COLOMBIA,76.235,4.088,3132,954.63
SKVP,VUP,ALFONSO LOPEZ PUMAREJO,VALLEDUPAR,VALLEDUPAR,COLOMBIA,COLOMBIA,73.249,10.435,453,138.07
SKVV,VVC,VANGUARDIA,VILLAVICENCIO,VILLAVICENCIO,COLOMBIA,COLOMBIA,73.614,4.168,1394,424.89
SKYP,,EL YOPAL,EL-YOPAL,EL-Yopal,COLOMBIA,COLOMBIA,72.384,5.319,1053,320.95
SLAB,,,ABOPO,ABOPO,BOLIVIA,BOLIVIA,0.0,0.0,0,0.0
SLAG,,,MONTE AGUDO,Monte Agudo,BOLIVIA,BOLIVIA,0.0,0.0,0,0.0
SLAN,,,ANGORA,Angora,BOLIVIA,BOLIVIA,0.0,0.0,0,0.0
